date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:52	11088/11088	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/sender.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/sender.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:52	2468/2468	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/reciever.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/reciever.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:53	31030/31030	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/benefitsMobile.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/benefitsMobile.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:54	21026/21026	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_1.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:55	36758/36758	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_2.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_2.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:55	18322/18322	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/teamImg_3.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:56	9176/9176	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/testimonial_1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/testimonial_1.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:57	2620/2620	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/About/testimonial_3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/About/testimonial_3.webp	(from https://html-templates.evonicmedia.com/finteezy/About.html)
19:45:58	34598/34598	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Services/features.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Services/features.webp	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:45:58	3573/3573	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/bills.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/bills.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:45:59	5369/5369	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/debit.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/debit.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:46:00	3773/3773	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/funds.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/funds.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:46:00	3932/3932	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/invest.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/invest.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:46:01	3276/3276	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/loan.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/loan.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:46:01	5243/5243	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/icons/wallet.svg	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/icons/wallet.svg	(from https://html-templates.evonicmedia.com/finteezy/Services.html)
19:46:02	22960/22960	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Pricing/pricing_card.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Pricing/pricing_card.webp	(from https://html-templates.evonicmedia.com/finteezy/Pricing.html)
19:46:03	40952/40952	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Pricing/faqsGirl.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Pricing/faqsGirl.webp	(from https://html-templates.evonicmedia.com/finteezy/Pricing.html)
19:46:04	9176/9176	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/testimonial_1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/testimonial_1.webp	(from https://html-templates.evonicmedia.com/finteezy/Testimonials.html)
19:46:04	2468/2468	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/reciever.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/reciever.webp	(from https://html-templates.evonicmedia.com/finteezy/Testimonials.html)
19:46:05	2620/2620	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/testimonial_3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/testimonial_3.webp	(from https://html-templates.evonicmedia.com/finteezy/Testimonials.html)
19:46:06	40952/40952	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/faqsGirl.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Testimonials/faqsGirl.webp	(from https://html-templates.evonicmedia.com/finteezy/Testimonials.html)
19:46:06	21026/21026	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_1.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:06	36758/36758	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_2.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_2.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:06	18322/18322	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamImg_3.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:07	25514/25514	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_4.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_4.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:07	22570/22570	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_5.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_5.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:07	15110/15110	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_6.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Team/teamimg_6.webp	(from https://html-templates.evonicmedia.com/finteezy/Team.html)
19:46:08	17068/17068	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img1.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img1.webp	(from https://html-templates.evonicmedia.com/finteezy/Blogs.html)
19:46:09	24404/24404	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img2.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img2.webp	(from https://html-templates.evonicmedia.com/finteezy/Blogs.html)
19:46:10	23560/23560	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img3.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Blogs/blog_img3.webp	(from https://html-templates.evonicmedia.com/finteezy/Blogs.html)
19:46:11	23856/23856	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/BlogDetails/detial.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/BlogDetails/detial.webp	(from https://html-templates.evonicmedia.com/finteezy/BlogDetails.html)
19:46:11	76254/76254	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/BlogDetails/blogDetails.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/BlogDetails/blogDetails.webp	(from https://html-templates.evonicmedia.com/finteezy/BlogDetails.html)
19:46:12	32346/32346	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/Error/404_img.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/Error/404_img.webp	(from https://html-templates.evonicmedia.com/finteezy/Error.html)
19:46:13	32440/32440	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Aug%202024%2012:56:30%20GMT	https://html-templates.evonicmedia.com/finteezy/assets/images/ComingSoon/comingSoon_img.webp	C:/Users/Admin/Downloads/l/html-templates.evonicmedia.com/finteezy/assets/images/ComingSoon/comingSoon_img.webp	(from https://html-templates.evonicmedia.com/finteezy/ComingSoon.html)
